age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
40,services,single,basic.9y,unknown,yes,no,cellular,aug,fri,115,3,999,0,nonexistent,-0.1,90.489,-39.3,0.6,5076.2,no
34,unemployed,married,university.degree,no,yes,no,telephone,dec,thu,50,4,999,0,nonexistent,1.1,90.616,-44.1,3.032,5076.2,no
47,technician,divorced,university.degree,no,yes,no,telephone,nov,tue,146,2,999,0,nonexistent,-1.8,92.112,-43.8,2.053,5076.2,yes
27,blue-collar,married,high.school,no,no,no,telephone,may,thu,45,3,999,0,nonexistent,-3.4,92.164,-45.1,0.6,5099.1,no
38,services,married,university.degree,no,yes,no,cellular,may,fri,1004,3,999,0,nonexistent,-0.1,93.94,-49.2,5.061,5076.2,yes
41,technician,single,professional.course,no,no,no,cellular,may,tue,25,3,999,0,nonexistent,1.1,92.863,-39.9,2.043,5191.0,no
46,admin.,single,university.degree,no,yes,no,cellular,jul,mon,222,1,999,0,nonexistent,-1.8,92.866,-44.4,3.69,5099.1,yes
48,management,married,university.degree,no,no,yes,cellular,sep,mon,246,2,999,0,nonexistent,1.1,90.57,-39.2,0.6,5008.7,no
26,blue-collar,married,basic.9y,no,yes,no,telephone,jul,wed,193,1,999,0,nonexistent,1.4,92.654,-42.9,3.898,5099.1,no
21,management,married,basic.9y,unknown,no,no,cellular,mar,tue,271,1,999,0,nonexistent,-1.8,89.388,-38.9,2.436,5008.7,yes
55,management,married,professional.course,no,no,yes,telephone,sep,wed,30,2,999,0,nonexistent,-0.1,93.356,-50.6,0.6,5076.2,no
43,admin.,single,basic.4y,no,yes,no,cellular,nov,mon,202,1,19,3,success,-3.4,94.016,-47.7,2.007,5076.2,yes
31,admin.,married,university.degree,no,unknown,no,cellular,may,fri,84,7,999,0,nonexistent,-1.8,91.831,-46.2,1.765,5008.7,no
58,entrepreneur,married,university.degree,no,yes,no,cellular,aug,tue,704,1,999,0,nonexistent,-3.4,93.563,-36.0,4.351,5017.5,no
41,technician,married,university.degree,no,no,yes,cellular,jul,tue,358,2,999,0,nonexistent,-0.1,92.341,-40.0,3.163,5191.0,no
54,admin.,married,professional.course,no,no,yes,cellular,nov,wed,898,2,999,0,nonexistent,1.4,94.848,-43.3,0.6,5099.1,yes
40,unemployed,married,high.school,no,yes,no,telephone,nov,wed,9,5,22,1,failure,-0.1,93.342,-44.4,3.789,5191.0,yes
64,admin.,single,high.school,no,yes,no,cellular,jul,tue,83,2,999,0,nonexistent,-1.8,91.442,-39.0,0.6,5191.0,no
61,retired,divorced,basic.4y,unknown,yes,no,telephone,aug,tue,54,2,999,0,nonexistent,-3.4,94.756,-44.9,0.975,4963.6,no
37,unemployed,single,high.school,no,yes,no,cellular,nov,mon,2,1,999,0,nonexistent,-0.1,94.241,-38.3,3.026,5076.2,no
51,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,thu,69,1,999,0,nonexistent,-1.8,92.382,-43.1,1.876,5099.1,no
47,admin.,single,high.school,no,yes,no,cellular,may,thu,283,1,999,0,nonexistent,-1.7,93.743,-35.5,5.1,5191.0,no
56,admin.,single,university.degree,no,yes,no,telephone,oct,wed,65,4,999,0,nonexistent,-0.1,93.719,-46.7,3.305,5099.1,no
28,blue-collar,single,professional.course,no,no,yes,cellular,may,thu,177,1,999,0,nonexistent,1.4,92.362,-42.6,4.127,5191.0,yes
48,admin.,married,basic.9y,no,yes,no,telephone,jun,thu,546,4,13,2,success,-3.4,93.098,-46.6,4.2,5076.2,yes
52,retired,married,high.school,no,yes,no,telephone,nov,mon,295,3,6,1,success,1.1,93.367,-33.9,2.202,5191.0,yes
18,admin.,married,professional.course,no,no,no,cellular,sep,fri,125,2,999,0,nonexistent,-3.4,91.987,-41.9,1.082,5008.7,yes
25,services,married,basic.4y,unknown,yes,no,cellular,jun,fri,116,2,999,0,nonexistent,1.1,95.02,-47.0,2.91,5076.2,yes
18,unemployed,married,basic.6y,unknown,yes,no,cellular,may,tue,152,3,999,0,nonexistent,-0.1,90.034,-46.5,4.561,5099.1,no
36,self-employed,married,basic.9y,no,yes,yes,telephone,may,mon,48,3,8,2,failure,1.4,94.015,-39.4,2.581,5017.5,yes
48,management,married,university.degree,no,no,no,cellular,may,mon,251,2,999,0,nonexistent,-0.1,91.172,-51.1,4.064,5191.0,no
58,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,113,3,999,0,nonexistent,-1.7,92.635,-42.9,2.951,5008.7,yes
40,management,married,professional.course,no,yes,no,cellular,sep,thu,478,3,999,0,nonexistent,-1.8,90.603,-46.3,0.6,5076.2,yes
59,services,married,high.school,no,no,yes,cellular,may,wed,353,5,999,0,nonexistent,-3.4,91.021,-42.8,0.6,4963.6,no
23,technician,divorced,high.school,unknown,no,no,telephone,jul,thu,235,1,999,0,nonexistent,-0.1,92.869,-41.5,5.1,5076.2,no
19,admin.,divorced,basic.9y,no,no,no,cellular,jun,thu,113,1,999,0,nonexistent,1.4,93.109,-42.5,0.898,5099.1,no
39,housemaid,single,high.school,no,no,no,telephone,dec,thu,58,3,22,2,failure,-0.1,94.59,-43.3,1.852,5099.1,no
44,technician,divorced,university.degree,no,no,yes,telephone,jun,thu,374,3,999,0,nonexistent,1.1,92.401,-41.2,4.652,4963.6,yes
39,blue-collar,married,university.degree,no,yes,no,cellular,apr,mon,166,1,999,0,nonexistent,-1.7,93.925,-33.3,0.853,5008.7,no
18,technician,divorced,university.degree,no,yes,no,telephone,apr,tue,63,1,999,0,nonexistent,-0.1,92.985,-35.6,1.77,5099.1,no
38,technician,married,university.degree,no,yes,yes,cellular,aug,thu,54,1,999,0,nonexistent,-1.7,93.867,-43.7,2.619,5008.7,no
24,self-employed,married,professional.course,no,no,no,cellular,aug,mon,45,3,999,0,nonexistent,-1.8,91.362,-38.4,2.384,5008.7,no
48,retired,married,university.degree,no,no,no,cellular,jun,mon,375,1,999,0,nonexistent,-0.1,93.133,-38.6,1.253,5076.2,no
44,entrepreneur,married,university.degree,no,no,no,telephone,jul,fri,65,4,999,0,nonexistent,1.1,93.56,-43.9,2.652,5008.7,no
28,admin.,married,basic.4y,unknown,unknown,yes,cellular,mar,thu,186,1,999,0,nonexistent,-1.7,92.255,-42.2,4.222,5191.0,no
33,technician,single,basic.4y,no,yes,no,cellular,jul,tue,150,1,999,0,nonexistent,1.1,93.571,-39.3,2.779,5099.1,no
27,technician,single,basic.9y,no,no,unknown,cellular,jul,thu,216,2,999,0,nonexistent,1.1,93.714,-45.7,1.815,5099.1,no
39,admin.,married,university.degree,no,no,no,cellular,may,thu,524,3,999,0,nonexistent,-1.7,92.223,-43.2,4.703,5017.5,yes
51,blue-collar,married,high.school,no,unknown,no,telephone,apr,tue,505,3,999,0,nonexistent,1.1,94.163,-43.0,5.1,5008.7,no
28,entrepreneur,single,high.school,no,unknown,unknown,cellular,may,mon,149,1,999,0,nonexistent,-1.7,89.546,-43.3,4.719,5017.5,yes
46,admin.,single,university.degree,yes,no,no,telephone,apr,fri,3,3,999,0,nonexistent,-1.7,90.127,-43.5,0.978,5076.2,yes
33,services,married,professional.course,no,yes,no,cellular,aug,tue,138,2,999,0,nonexistent,-1.8,91.449,-39.8,1.026,5017.5,yes
30,blue-collar,single,professional.course,no,no,no,telephone,may,mon,232,3,999,0,nonexistent,-1.8,93.422,-41.9,3.787,5008.7,no
38,admin.,married,high.school,no,yes,no,cellular,may,wed,203,3,17,1,nonexistent,1.1,91.868,-38.8,3.308,5099.1,no
27,blue-collar,married,university.degree,no,no,no,cellular,may,thu,263,3,2,3,nonexistent,1.4,90.993,-29.4,0.795,5076.2,no
33,unemployed,divorced,basic.9y,unknown,no,no,cellular,dec,tue,41,3,999,0,nonexistent,-1.8,92.867,-44.7,3.516,5008.7,no
25,self-employed,married,basic.9y,unknown,yes,no,telephone,nov,tue,259,5,999,0,nonexistent,-3.4,93.151,-40.9,3.178,5076.2,yes
63,unemployed,married,basic.9y,no,no,yes,cellular,may,tue,50,5,999,0,nonexistent,-1.7,92.045,-39.5,5.1,4963.6,yes
40,technician,single,high.school,no,yes,no,telephone,may,fri,347,4,18,2,failure,1.1,91.223,-36.5,2.216,5008.7,no
31,admin.,single,high.school,no,yes,unknown,telephone,may,mon,103,1,999,0,nonexistent,-1.7,93.011,-39.8,5.1,4963.6,no
42,services,married,university.degree,unknown,yes,no,cellular,jul,wed,309,4,999,0,nonexistent,-0.1,94.192,-47.5,5.1,5017.5,no
38,technician,married,basic.6y,no,no,no,cellular,feb,fri,12,2,999,0,nonexistent,1.1,91.179,-45.3,1.789,5008.7,yes
37,self-employed,married,university.degree,unknown,no,no,cellular,aug,mon,131,1,2,3,success,-0.1,95.371,-41.3,3.637,4963.6,yes
47,admin.,single,high.school,no,no,no,cellular,jul,fri,305,2,999,0,nonexistent,1.4,92.15,-45.5,2.619,5191.0,no
49,technician,married,basic.9y,no,yes,no,telephone,nov,fri,64,2,999,0,nonexistent,-1.7,92.045,-49.4,2.546,5099.1,no
33,admin.,married,high.school,no,no,no,telephone,may,fri,396,7,999,0,nonexistent,1.4,93.201,-46.0,3.443,5017.5,yes
33,blue-collar,divorced,high.school,unknown,no,yes,cellular,nov,tue,249,4,999,0,nonexistent,-1.8,93.155,-46.0,1.578,5008.7,no
36,retired,married,university.degree,unknown,yes,unknown,cellular,oct,thu,221,2,999,0,nonexistent,-1.8,89.649,-47.0,0.6,5008.7,yes
18,technician,married,high.school,no,yes,no,cellular,may,thu,109,3,999,0,nonexistent,1.1,92.838,-29.4,2.042,5099.1,no
21,technician,married,basic.9y,no,yes,yes,cellular,jun,fri,164,3,7,2,failure,1.1,93.867,-40.4,5.1,5099.1,yes
56,technician,single,basic.6y,no,no,no,telephone,may,mon,227,5,8,3,failure,1.4,94.542,-41.4,2.634,4963.6,yes
59,technician,married,university.degree,no,no,no,cellular,may,thu,159,4,15,1,success,-1.7,92.826,-37.4,2.958,4963.6,no
37,entrepreneur,married,professional.course,no,no,yes,telephone,may,tue,299,1,999,0,nonexistent,1.4,92.466,-33.0,4.427,4963.6,no
46,student,single,high.school,no,yes,no,cellular,jul,mon,142,2,999,0,nonexistent,-1.8,94.087,-40.1,0.6,5076.2,no
43,unemployed,married,university.degree,unknown,no,no,cellular,jun,wed,56,2,999,0,nonexistent,-3.4,95.688,-36.9,3.79,5017.5,no
76,entrepreneur,married,university.degree,no,yes,no,cellular,dec,thu,60,3,999,0,nonexistent,-1.7,93.14,-44.5,5.1,5008.7,no
53,blue-collar,married,professional.course,unknown,yes,no,cellular,may,wed,1,3,999,0,nonexistent,1.1,92.726,-46.5,3.165,5017.5,yes
38,retired,married,university.degree,no,no,no,cellular,dec,wed,89,6,999,0,nonexistent,1.1,94.885,-37.5,0.6,5099.1,yes
28,technician,married,university.degree,no,yes,no,telephone,may,fri,345,1,999,0,nonexistent,-0.1,91.305,-37.5,2.862,5191.0,no
20,blue-collar,married,university.degree,no,no,unknown,telephone,oct,tue,395,2,26,4,success,-1.7,93.094,-38.0,4.098,5017.5,no
42,self-employed,married,professional.course,no,yes,no,cellular,may,thu,56,2,999,0,nonexistent,-3.4,96.611,-41.4,3.202,5017.5,no
30,admin.,married,high.school,no,no,no,cellular,may,tue,798,2,999,0,nonexistent,-1.7,93.68,-45.9,3.49,4963.6,yes
22,student,single,high.school,no,yes,no,cellular,nov,tue,174,5,999,0,nonexistent,-0.1,94.15,-44.4,3.707,5099.1,no
32,technician,divorced,basic.4y,no,no,no,telephone,may,thu,622,1,999,0,nonexistent,1.1,92.507,-36.2,1.322,5017.5,no
27,management,single,university.degree,no,yes,no,cellular,aug,fri,306,2,1,1,nonexistent,1.1,93.879,-45.0,1.547,5008.7,yes
60,management,single,university.degree,no,yes,no,telephone,jul,wed,320,1,999,0,nonexistent,1.4,94.824,-41.1,2.335,4963.6,yes
50,student,married,basic.6y,no,no,yes,cellular,jul,thu,22,4,999,0,nonexistent,-1.8,90.729,-45.9,3.707,5017.5,no
39,management,divorced,university.degree,unknown,yes,yes,cellular,jul,mon,62,1,999,0,nonexistent,-1.7,92.856,-43.0,0.86,5099.1,no
57,management,married,high.school,unknown,no,no,telephone,sep,tue,2,2,999,0,nonexistent,-0.1,93.525,-47.4,5.1,5191.0,no
40,admin.,divorced,basic.6y,no,unknown,yes,cellular,apr,wed,314,1,999,0,nonexistent,1.1,92.915,-42.4,0.6,5008.7,no
29,services,divorced,professional.course,no,yes,no,cellular,aug,mon,105,4,999,0,nonexistent,-0.1,92.269,-44.4,0.6,5191.0,no
58,admin.,single,basic.9y,no,yes,yes,cellular,nov,tue,386,1,999,0,nonexistent,1.4,95.093,-50.5,3.997,5099.1,no
46,retired,divorced,basic.4y,unknown,no,no,cellular,mar,wed,103,2,999,0,nonexistent,1.1,93.305,-38.7,3.842,5099.1,no
27,services,married,university.degree,no,unknown,no,cellular,may,mon,427,4,999,0,nonexistent,-3.4,91.948,-39.0,2.87,5099.1,yes
37,retired,married,university.degree,no,no,no,telephone,sep,tue,35,3,999,0,nonexistent,-1.8,94.476,-41.7,4.217,5191.0,no
29,admin.,married,basic.4y,no,yes,no,telephone,jul,wed,47,6,1,4,success,1.1,95.085,-47.6,4.022,5076.2,no
23,admin.,married,university.degree,no,no,no,cellular,jun,wed,104,4,999,0,nonexistent,1.1,94.711,-47.6,3.0,5008.7,no
51,retired,married,high.school,no,yes,yes,telephone,may,fri,131,1,999,0,nonexistent,-1.8,92.377,-30.3,3.483,5099.1,no
62,admin.,single,basic.6y,no,unknown,no,cellular,jul,thu,107,1,999,0,nonexistent,-3.4,92.441,-55.1,0.6,5076.2,no
23,admin.,divorced,basic.9y,no,unknown,no,cellular,may,wed,360,1,999,0,nonexistent,-0.1,91.44,-47.5,2.76,4963.6,yes
46,admin.,married,university.degree,no,yes,no,cellular,jul,fri,25,2,999,0,nonexistent,1.1,93.381,-31.3,2.914,5076.2,yes
32,unemployed,single,high.school,no,yes,no,cellular,oct,thu,108,1,999,0,nonexistent,-1.8,94.648,-29.7,5.1,4963.6,yes
34,retired,divorced,professional.course,no,yes,no,cellular,may,tue,453,5,999,0,nonexistent,-0.1,93.846,-33.5,1.514,5191.0,yes
32,technician,divorced,university.degree,unknown,yes,no,telephone,jul,mon,17,5,999,0,nonexistent,-1.7,95.628,-39.3,2.935,5076.2,no
29,blue-collar,divorced,professional.course,no,no,no,cellular,dec,thu,713,6,999,0,nonexistent,1.4,90.089,-45.2,5.1,5191.0,yes
40,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,wed,1072,1,999,0,nonexistent,-1.8,93.21,-50.4,4.008,5099.1,yes
30,entrepreneur,divorced,professional.course,no,yes,no,cellular,nov,thu,23,2,999,0,nonexistent,1.1,94.247,-40.0,3.045,5076.2,no
43,management,single,high.school,no,yes,no,telephone,jun,thu,86,3,999,0,nonexistent,-0.1,92.087,-45.8,4.732,5076.2,no
39,blue-collar,married,high.school,unknown,unknown,no,telephone,oct,thu,116,2,999,0,nonexistent,-3.4,91.303,-34.7,1.573,5099.1,no
37,admin.,married,basic.4y,no,no,no,cellular,mar,fri,374,5,999,0,nonexistent,-0.1,91.189,-51.3,5.1,4963.6,yes
29,admin.,single,basic.4y,unknown,yes,no,cellular,may,wed,226,3,999,0,nonexistent,-3.4,93.157,-41.0,4.156,5099.1,no
33,management,married,university.degree,no,yes,no,cellular,may,mon,258,5,999,0,nonexistent,1.1,91.152,-37.4,0.6,5008.7,yes
49,entrepreneur,single,high.school,unknown,unknown,no,cellular,jun,fri,354,2,999,0,nonexistent,-0.1,95.21,-36.9,1.911,5076.2,no
46,blue-collar,single,basic.9y,no,no,no,cellular,nov,tue,31,1,999,0,nonexistent,-3.4,93.772,-37.8,0.6,5008.7,no
28,admin.,married,university.degree,no,yes,no,cellular,may,thu,447,4,18,1,success,-1.8,92.699,-40.3,4.432,5099.1,yes
41,admin.,married,basic.9y,no,yes,no,cellular,aug,fri,305,1,16,2,nonexistent,1.1,92.879,-41.4,4.014,5191.0,yes
49,unemployed,single,university.degree,unknown,yes,no,cellular,sep,thu,215,3,999,0,nonexistent,-1.7,94.623,-37.5,2.172,5099.1,yes
19,blue-collar,married,high.school,unknown,yes,no,cellular,aug,wed,551,1,999,0,nonexistent,-0.1,95.011,-40.3,5.1,5017.5,yes
46,entrepreneur,married,university.degree,unknown,no,yes,telephone,may,wed,301,2,999,0,nonexistent,-1.7,91.599,-40.1,2.85,5008.7,no
32,management,married,university.degree,unknown,no,yes,telephone,aug,tue,56,1,999,0,nonexistent,1.4,91.9,-41.8,5.1,5017.5,no
46,technician,married,high.school,no,yes,no,cellular,may,tue,140,6,999,0,nonexistent,-0.1,92.464,-43.9,0.841,5008.7,no
30,blue-collar,divorced,high.school,no,no,no,cellular,apr,thu,170,2,999,0,nonexistent,1.1,92.063,-48.7,4.155,5191.0,no
18,admin.,married,high.school,no,yes,no,cellular,dec,thu,14,3,999,0,nonexistent,-3.4,90.293,-47.9,2.285,5017.5,no
20,management,single,university.degree,no,no,unknown,cellular,may,thu,773,3,999,0,nonexistent,-3.4,91.778,-43.9,1.781,5017.5,no
40,entrepreneur,married,high.school,no,no,yes,telephone,apr,mon,34,1,999,0,nonexistent,-1.7,91.944,-42.6,2.688,5008.7,no
43,management,married,basic.9y,no,yes,no,cellular,nov,wed,298,1,999,0,nonexistent,-1.7,91.2,-46.8,3.661,5099.1,yes
29,services,single,basic.6y,no,yes,no,telephone,may,thu,176,1,999,0,nonexistent,1.1,93.66,-47.2,3.105,4963.6,yes
47,admin.,single,high.school,no,no,no,telephone,aug,wed,6,1,999,0,nonexistent,-0.1,92.811,-43.8,4.22,5099.1,no
20,unemployed,married,high.school,no,yes,no,cellular,may,wed,646,2,999,0,nonexistent,-1.7,93.926,-37.5,4.093,4963.6,no
39,entrepreneur,married,university.degree,no,yes,no,cellular,jun,thu,477,2,999,0,nonexistent,1.1,91.523,-52.6,5.1,5008.7,yes
25,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,185,5,999,0,nonexistent,-1.8,93.951,-46.7,0.838,5076.2,no
32,unemployed,married,high.school,yes,unknown,yes,cellular,may,wed,64,1,999,0,nonexistent,-3.4,93.217,-41.2,0.6,5099.1,no
40,management,single,university.degree,no,yes,no,cellular,jun,fri,32,3,999,0,nonexistent,1.4,92.177,-35.6,2.878,5017.5,no
29,management,married,university.degree,no,no,no,cellular,sep,mon,112,1,999,0,nonexistent,-0.1,95.406,-31.2,1.572,5099.1,no
35,retired,married,high.school,no,yes,yes,telephone,jul,fri,73,5,999,0,nonexistent,1.1,93.169,-43.7,4.573,5008.7,no
52,self-employed,married,high.school,no,no,yes,cellular,dec,mon,176,1,999,0,nonexistent,-1.7,92.21,-43.8,1.078,5076.2,no
33,management,divorced,high.school,no,no,no,cellular,mar,mon,848,2,999,0,nonexistent,-1.7,93.422,-42.7,2.011,5076.2,no
50,admin.,divorced,professional.course,no,no,no,cellular,jul,fri,213,1,999,0,nonexistent,-3.4,91.58,-40.9,2.402,5099.1,no
26,blue-collar,married,basic.6y,no,yes,no,telephone,aug,tue,551,2,999,0,nonexistent,1.4,92.735,-42.2,5.1,5099.1,no
46,student,single,professional.course,no,no,no,cellular,dec,thu,263,2,999,0,nonexistent,-0.1,96.044,-41.4,5.1,5191.0,no
57,blue-collar,married,university.degree,no,no,yes,telephone,mar,fri,161,1,999,0,nonexistent,-3.4,90.346,-48.7,0.945,5099.1,no
18,technician,married,high.school,unknown,yes,yes,cellular,aug,fri,482,1,999,0,nonexistent,1.4,92.208,-50.3,0.6,5008.7,no
30,technician,single,basic.4y,unknown,yes,no,cellular,nov,fri,159,4,999,0,nonexistent,-0.1,92.779,-38.4,1.967,4963.6,no
46,technician,divorced,high.school,no,yes,no,cellular,may,tue,507,4,999,0,nonexistent,1.1,92.45,-43.0,2.934,5191.0,no
37,management,divorced,high.school,no,yes,no,cellular,nov,thu,86,2,999,0,nonexistent,-3.4,92.249,-37.8,2.925,4963.6,no
44,unemployed,married,basic.9y,no,no,yes,telephone,feb,mon,34,1,999,0,nonexistent,-3.4,95.54,-40.9,2.848,5017.5,no
32,blue-collar,married,university.degree,no,yes,no,cellular,sep,wed,483,1,999,0,nonexistent,-1.8,92.168,-49.2,4.469,5008.7,yes
41,admin.,single,professional.course,unknown,yes,no,telephone,dec,fri,221,6,999,0,nonexistent,-1.8,93.595,-34.2,2.275,5191.0,no
38,blue-collar,married,university.degree,no,no,no,cellular,aug,tue,549,1,999,0,nonexistent,1.1,92.081,-41.8,3.384,5076.2,yes
54,housemaid,married,university.degree,no,yes,no,cellular,jul,wed,694,5,999,0,nonexistent,1.1,93.599,-45.7,4.16,5191.0,yes
43,management,married,basic.4y,no,yes,no,cellular,mar,wed,13,1,20,1,success,1.1,94.404,-44.7,3.395,5017.5,no
44,blue-collar,single,high.school,unknown,yes,no,cellular,dec,thu,173,5,999,0,nonexistent,1.4,92.888,-48.1,4.216,5076.2,no
35,self-employed,married,basic.6y,no,no,yes,telephone,jul,fri,117,3,999,0,nonexistent,-1.8,92.142,-40.3,0.6,5191.0,no
34,housemaid,married,university.degree,no,no,yes,telephone,feb,mon,245,1,999,0,nonexistent,1.4,92.815,-42.6,3.206,5076.2,no
34,self-employed,divorced,professional.course,no,no,no,cellular,aug,wed,394,1,12,4,failure,1.4,93.803,-31.9,3.414,5099.1,yes
44,student,married,university.degree,no,yes,no,cellular,jul,fri,82,3,999,0,nonexistent,-0.1,94.3,-39.4,2.702,5076.2,no
34,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,203,5,999,0,nonexistent,-3.4,93.386,-32.2,1.924,5191.0,yes
43,entrepreneur,married,high.school,no,yes,no,cellular,may,mon,308,2,999,0,nonexistent,1.1,92.881,-46.8,3.83,5076.2,no
64,technician,married,university.degree,unknown,yes,no,cellular,mar,wed,36,1,17,4,nonexistent,-1.7,94.918,-43.7,3.221,5008.7,no
50,self-employed,married,high.school,unknown,yes,yes,cellular,aug,tue,420,1,999,0,nonexistent,1.1,92.06,-37.5,2.905,5099.1,yes
36,retired,married,university.degree,unknown,no,no,cellular,aug,mon,232,2,999,0,nonexistent,-1.8,92.382,-39.1,2.409,5099.1,no
54,entrepreneur,single,university.degree,no,yes,no,cellular,jul,fri,746,6,8,1,nonexistent,-0.1,95.691,-42.1,2.479,5017.5,no
35,management,married,university.degree,yes,yes,yes,cellular,nov,wed,103,1,999,0,nonexistent,-0.1,92.855,-47.4,1.622,5099.1,yes
18,admin.,divorced,high.school,no,yes,yes,cellular,nov,fri,28,4,999,0,nonexistent,-1.8,93.989,-52.9,2.144,4963.6,no
27,services,married,basic.9y,no,yes,no,cellular,aug,fri,176,4,999,0,nonexistent,-1.7,91.67,-43.1,1.309,5008.7,no
18,unemployed,married,basic.6y,no,no,no,cellular,feb,thu,22,1,999,0,nonexistent,-3.4,94.501,-42.9,2.303,5017.5,yes
35,student,married,high.school,no,yes,no,telephone,aug,mon,872,1,999,0,nonexistent,-0.1,91.274,-41.4,3.656,4963.6,yes
40,admin.,married,high.school,no,no,no,cellular,jun,wed,9,1,4,1,nonexistent,1.4,91.163,-49.2,4.476,5076.2,no
60,admin.,single,university.degree,no,yes,no,cellular,jul,mon,350,2,999,0,nonexistent,-1.7,94.339,-46.4,2.908,4963.6,no
43,admin.,married,university.degree,no,no,no,cellular,aug,fri,186,4,999,0,nonexistent,1.1,92.458,-40.0,2.858,5017.5,no
37,retired,married,basic.4y,unknown,no,yes,cellular,may,mon,114,4,999,0,nonexistent,-1.8,92.636,-39.1,3.259,5099.1,yes
49,self-employed,single,high.school,no,yes,no,telephone,dec,tue,17,2,999,0,nonexistent,1.1,93.646,-41.0,4.77,5008.7,no
18,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,243,3,999,0,nonexistent,1.4,92.565,-43.7,2.595,5017.5,yes
42,services,single,basic.9y,no,no,no,telephone,aug,tue,220,2,999,0,nonexistent,-1.7,91.428,-47.9,3.833,4963.6,yes
49,self-employed,married,university.degree,no,no,no,telephone,jan,tue,82,2,999,0,nonexistent,1.4,92.148,-37.2,3.667,4963.6,no
22,retired,single,basic.4y,no,yes,yes,cellular,dec,wed,602,4,25,3,failure,-0.1,91.538,-38.4,1.878,5017.5,yes
53,services,married,high.school,no,yes,no,cellular,apr,mon,90,1,999,0,nonexistent,-1.7,94.742,-44.9,4.272,5191.0,no
44,management,married,basic.9y,no,no,no,telephone,apr,mon,149,1,999,0,nonexistent,1.4,94.809,-37.8,0.6,5191.0,no
35,services,married,university.degree,no,no,no,cellular,may,tue,196,1,999,0,nonexistent,-3.4,91.739,-42.3,4.911,5017.5,no
47,blue-collar,married,university.degree,no,yes,no,telephone,jun,thu,26,3,999,0,nonexistent,-3.4,93.653,-45.4,0.851,5191.0,no
67,services,married,basic.9y,unknown,yes,no,cellular,may,wed,672,2,999,0,nonexistent,-0.1,92.591,-37.4,2.75,5017.5,yes
42,retired,married,high.school,no,yes,no,cellular,aug,wed,117,6,23,3,failure,1.1,95.189,-41.5,4.492,5099.1,no
42,housemaid,single,university.degree,no,no,no,cellular,jul,wed,21,2,999,0,nonexistent,1.1,96.554,-44.1,2.231,5017.5,no
34,management,married,professional.course,yes,yes,no,cellular,mar,tue,122,2,999,0,nonexistent,-3.4,94.098,-48.4,3.422,5076.2,no
29,entrepreneur,married,basic.9y,no,unknown,no,telephone,may,fri,229,3,25,2,nonexistent,1.4,92.229,-47.9,4.521,5008.7,yes
49,admin.,married,university.degree,no,yes,yes,cellular,nov,mon,180,3,999,0,nonexistent,1.1,91.262,-37.8,5.1,5008.7,yes
29,technician,divorced,professional.course,unknown,yes,yes,telephone,aug,thu,296,1,999,0,nonexistent,1.4,93.367,-39.7,2.973,5076.2,no
40,admin.,married,professional.course,no,no,no,cellular,sep,fri,14,2,999,0,nonexistent,-1.7,92.766,-47.8,3.324,4963.6,no
34,blue-collar,married,university.degree,no,no,no,cellular,aug,fri,83,2,20,3,failure,1.1,90.836,-47.9,3.073,4963.6,no
45,retired,single,university.degree,no,no,no,cellular,may,mon,427,5,999,0,nonexistent,1.4,93.119,-31.5,2.602,4963.6,no
44,unemployed,single,high.school,no,yes,no,cellular,apr,tue,20,3,999,0,nonexistent,-1.7,96.169,-39.7,0.6,4963.6,yes
52,admin.,married,university.degree,no,no,no,cellular,may,thu,483,3,999,0,nonexistent,1.4,94.209,-36.0,0.983,5099.1,yes
33,technician,single,high.school,no,no,yes,cellular,nov,mon,24,2,999,0,nonexistent,-1.7,91.257,-34.5,2.974,5076.2,no
36,self-employed,single,university.degree,no,yes,yes,telephone,dec,fri,449,4,999,0,nonexistent,-1.7,92.972,-46.6,3.614,5008.7,no
28,blue-collar,single,high.school,no,yes,no,cellular,jul,thu,111,1,999,0,nonexistent,1.4,93.56,-33.3,5.1,5076.2,no
34,services,married,university.degree,no,yes,no,cellular,jan,thu,236,1,1,2,nonexistent,1.4,93.739,-47.4,2.622,5008.7,no
44,retired,single,university.degree,no,yes,yes,telephone,may,mon,41,3,999,0,nonexistent,-1.7,90.546,-38.4,5.1,4963.6,yes
49,management,married,basic.9y,no,no,no,telephone,may,thu,17,2,999,0,nonexistent,-1.8,92.824,-42.6,0.832,5099.1,no
28,blue-collar,married,university.degree,no,yes,no,cellular,aug,thu,60,2,999,0,nonexistent,1.1,93.392,-38.4,3.378,5017.5,no
50,technician,married,university.degree,no,no,no,cellular,apr,fri,34,4,999,0,nonexistent,1.4,92.72,-43.1,2.519,5017.5,no
56,entrepreneur,married,university.degree,unknown,no,no,telephone,dec,mon,93,1,999,0,nonexistent,1.1,90.106,-39.3,0.637,5191.0,yes
